date,rank,album,song,artist
20140428,75,소소한 이야기 Part.1,뒹굴뒹굴,요조
20140428,76,주영훈 20주년 기념앨범 Part 2,꿈의 대화,울랄라세션
20140428,77,2 Years Apart,2 Years Apart,에디킴
20140428,78,CRUSH,Crush,2NE1
20140428,79,K팝 스타 시즌3 TOP (버나드박),사랑하기 때문에,낙준 (버나드 박)
20140428,80,PLAY,소재,악동뮤지션
20140428,81,My Hero,천개의 바람이 되어,임형주
20140428,82,Reminisce,향기만 남아,허각
20140428,83,별에서 온 그대 OST Part.1,My Destiny,린
20140428,84,MR.GAE,19금조금 이따 샤워해 (Feat. Crush),개리
20140428,85,K팝 스타 시즌3 Special Track,Right Here Waiting,낙준 (버나드 박)
20140428,86,사춘기 (四春期),인연,이선희
20140428,87,겨울왕국 OST,Let It Go,Idina Menzel
20140428,88,손,손,아웃사이더
20140428,89,THE SILVER LINING,고마워 내사랑,홍대광
20140428,90,메트로놈 (Metronome),메트로놈 (Metronome) (Feat. Simon Dominic &amp; Gray),박재범
20140428,91,매일 이별,매일 이별,김연지
20140428,92,"야하게 (Feat. 계범주, 지희필)","야하게 (Feat. 계범주, 지희필)",뉴챔프
20140428,93,So Wonderful,So Wonderful,레이디스 코드
20140428,94,겨울왕국 OST (33 Trks Ver.),Let It Go,Idina Menzel
20140428,95,The Artist Diary Project Pt.8,내게기대 (Feat. 박세영),스탠딩 에그
20140428,96,Who Am I,Lonely (없구나),B1A4
20140428,97,누나라고 불러,누나라고 불러,강민희
20140428,98,Bad (Feat. Vassy) (Radio Edit),Bad (Feat. Vassy) (Radio Edit),David Guetta
20140428,99,호텔킹 OST Part.1,기다려본다,멜로디데이 (MelodyDay)
20140428,100,토닥토닥,토닥토닥 (Feat. 아웃사이더),영지
20140505,1,미운오리새끼,미운오리새끼,god
20140505,2,봄 사랑 벚꽃 말고,봄 사랑 벚꽃 말고,HIGH4 (하이포)
20140505,3,PLAY,200%,악동뮤지션
20140505,4,The 2nd Mini Album `중독 (Overdose)`,중독 (Overdose),EXO-K
20140505,5,야생화,야생화,박효신
20140505,6,Pink Blossom,Mr. Chu (On Stage),Apink (에이핑크)
20140505,7,썸,썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)
20140505,8,불꽃,불꽃,백지영
20140505,9,PLAY,Give Love,악동뮤지션
20140505,10,불후의 명곡 - 전설을 노래하다 (이선희 2편),인연,윤민수(바이브)
20140505,11,표독,견딜만해 (Feat. 효린 Of 씨스타),매드클라운
20140505,12,Want U,너를 원해 (Feat. Beenzino),정기고
20140505,13,티가 나나봐,티가 나나봐,"15&amp; (박지민, 백예린)"
20140505,14,15집 `SERENDIPITY` 30주년 기념앨범,그 중에 그대를 만나,이선희
20140505,15,너 사용법,너 사용법,에디킴
20140505,16,The Third Single Catallena,까탈레나 (Catallena),오렌지 캬라멜
20140505,17,그런 남자,그런 남자,Bro
20140505,18,PLAY,얼음들,악동뮤지션
20140505,19,흔한 노래... 흔한 멜로디...,흔한 노래,임창정
20140505,20,엔젤아이즈 OST Part 4,내게 남은 세가지,백아연
20140505,21,감아,감아 (Feat. Crush),로꼬
20140505,22,CRUSH,Come Back Home,2NE1
20140505,23,Modern Times - Epilogue,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유
20140505,24,뜨래요,뜨래요 (Feat. 앙리 Of 3B),배치기
20140505,25,Soul Mate (소울메이트),요즘 바쁜가봐,2BIC(투빅)
20140505,26,별에서 온 그대 OST Part.7,너의 모든 순간,성시경
20140505,27,4MINUTE WORLD,오늘 뭐해,4minute
20140505,28,The 2nd Mini Album `중독 (Overdose)`,Thunder,EXO-K
20140505,29,CRUSH,너 아님 안돼,2NE1
20140505,30,뭘해도 예쁜걸,뭘해도 예쁜걸,길구봉구
20140505,31,The 2nd Mini Album `중독 (Overdose)`,월광 (Moonlight),EXO-K
20140505,32,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20140505,33,싱크로퓨전 (Syncrofusion),그 다음해,박정현
20140505,34,Full Moon,보름달 (Feat. Lena),선미
20140505,35,가끔,가끔,Crush
20140505,36,짧은 치마,짧은 치마 (Miniskirt),AOA
20140505,37,UNVEILING,그대가 분다,엠씨더맥스
20140505,38,CRUSH,살아 봤으면 해,2NE1
20140505,39,걸스데이 미니앨범 3집,Something,걸스데이
20140505,40,The 4th Mini Album `Mr.Mr.`,Mr.Mr.,소녀시대 (GIRLS` GENERATION)
20140505,41,자니,자니 (Feat. Dynamic Duo),프라이머리
20140505,42,손,손,아웃사이더
20140505,43,PLAY,지하철에서,악동뮤지션
20140505,44,Sonnet Blooms,매일 다른 눈물이,손승연
20140505,45,PLAY,인공잔디,악동뮤지션
20140505,46,너 사용법,밀당의 고수,에디킴
20140505,47,노래가 늘었어,노래가 늘었어,에일리
20140505,48,표독,19금스토커 (Feat. 크루셜스타),매드클라운
20140505,49,어이 (Uh-ee),어이 (Uh-ee),크레용팝
20140505,50,별에서 온 그대 OST Part.4,안녕,효린
20140505,51,The 2nd Mini Album `중독 (Overdose)`,Run,EXO-K
20140505,52,다음날,다음날,JUNIEL
20140505,53,Break Up,홀로 (Feat. 김나영),정키
20140505,54,Can`t Stop,Can`t Stop,CNBLUE (씨엔블루)
20140505,55,The 2nd Mini Album `중독 (Overdose)`,"Love, Love, Love",EXO-K
20140505,56,착해 빠졌어 (Stupid In Love),착해 빠졌어 (Stupid In Love),소유 (SOYOU)
20140505,57,Le Grand Bleu,보고 싶어...운다,린
20140505,58,PLAY,작은별,악동뮤지션
20140505,59,CRUSH,멘붕 (CL Solo),2NE1
20140505,60,The 1st Album `XOXO` Repackage,으르렁 (Growl),EXO
20140505,61,별에서 온 그대 OST Part.6,오늘 같은 눈물이,허각
20140505,62,엔젤아이즈 OST Part 3,사랑해도 너무나,윤건
20140505,63,썸남썸녀,썸남썸녀 (Feat. 휘성),케이윌
20140505,64,The Gentleman Approach,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat
20140505,65,THE SILVER LINING,답이 없었어,홍대광
20140505,66,쓰리 데이즈 OST Part 3,"널 사랑한다, 지운다, 또 운다",신용재 (포맨)
20140505,67,靈感 (영감),사이드미러걸 (Feat. 산체스 Of 팬텀),루이 (긱스)
20140505,68,CS Numbers Vol.6,시계를 보며 계절을 지나,윤혁(디셈버)
20140505,69,K팝 스타 시즌3 TOP10 Part.1,씨스루,권진아
20140505,70,우리 사랑했던 날,우리 사랑했던 날,장희영
20140505,71,PLAY,Galaxy,악동뮤지션
20140505,72,쓰리 데이즈 OST Part 2,그대라구요,정은지
20140505,73,가슴 시린 이야기,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow)
20140505,74,Solista Part.2,끝사랑,김범수
20140505,75,2 Years Apart,2 Years Apart,에디킴
20140505,76,PLAY,길이나,악동뮤지션
20140505,77,"Dali, Van, Picasso","Dali, Van, Picasso",빈지노 (Beenzino)
20140505,78,Bad (Feat. Vassy) (Radio Edit),Bad (Feat. Vassy) (Radio Edit),David Guetta
20140505,79,36.5,"그래, 너",스탠딩 에그
20140505,80,The Way 2..,야시시,NS 윤지
20140505,81,PLAY,안녕,악동뮤지션
20140505,82,버스커 버스커 2집,처음엔 사랑이란게,버스커 버스커
20140505,83,Damage,Damage (Feat. 김보아 Of 스피카),마리오
20140505,84,쓰리 데이즈 OST Part 7,신기루 (Feat. 김보경),배치기
20140505,85,끊어줄래,"끊어줄래 (Feat. San E, 태완)",한해
20140505,86,CRUSH,Crush,2NE1
20140505,87,PLAY,가르마,악동뮤지션
20140505,88,Reminisce,향기만 남아,허각
20140505,89,사춘기 (四春期),인연,이선희
20140505,90,Miracle,Miracle,이지영 (빅마마)
20140505,91,매일 이별,매일 이별,김연지
20140505,92,겨울왕국 OST,Let It Go,Idina Menzel
20140505,93,주영훈 20주년 기념앨범 Part 2,꿈의 대화,울랄라세션
20140505,94,PLAY,소재,악동뮤지션
20140505,95,THE SILVER LINING,고마워 내사랑,홍대광
20140505,96,나쁜 여자,나쁜 여자,디아
20140505,97,마녀의 연애 OST Part.2,미안해,정준일
20140505,98,MR.GAE,19금조금 이따 샤워해 (Feat. Crush),개리
20140505,99,여기는 달,여기는 달,김지수
20140505,100,별에서 온 그대 OST Part.1,My Destiny,린
20140512,1,미운오리새끼,미운오리새끼,god
20140512,2,Want U,너를 원해 (Feat. Beenzino),정기고
20140512,3,봄 사랑 벚꽃 말고,봄 사랑 벚꽃 말고,HIGH4 (하이포)
20140512,4,The 2nd Mini Album `중독 (Overdose)`,중독 (Overdose),EXO-K
20140512,5,꽃갈피,나의 옛날이야기,아이유
20140512,6,PLAY,200%,악동뮤지션
20140512,7,야생화,야생화,박효신
20140512,8,The Best Man,Night And Day,휘성 (Realslow)
20140512,9,Pink Blossom,Mr. Chu (On Stage),Apink (에이핑크)
20140512,10,4MEN The 5th Album (1998),지우고 싶다,포맨
20140512,11,썸,썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)
20140512,12,봄 타나봐 (BOMTANABA),봄 타나봐 (BOMTANABA),서인국
20140512,13,불꽃,불꽃,백지영
20140512,14,PLAY,Give Love,악동뮤지션
20140512,15,꽃갈피,사랑이 지나가면,아이유
20140512,16,TOP SECRET,Good-night Kiss,전효성
20140512,17,불후의 명곡 - 전설을 노래하다 (이선희 2편),인연,윤민수(바이브)
20140512,18,너 사용법,너 사용법,에디킴
20140512,19,표독,견딜만해 (Feat. 효린 Of 씨스타),매드클라운
20140512,20,15집 `SERENDIPITY` 30주년 기념앨범,그 중에 그대를 만나,이선희
20140512,21,꽃갈피,삐에로는 우릴 보고 웃지,아이유
20140512,22,꽃갈피,너의 의미 (Feat. 김창완),아이유
20140512,23,티가 나나봐,티가 나나봐,"15&amp; (박지민, 백예린)"
20140512,24,Modern Times - Epilogue,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유
20140512,25,예쁜 속옷,예쁜 속옷,지나
20140512,26,The Third Single Catallena,까탈레나 (Catallena),오렌지 캬라멜
20140512,27,그런 남자,그런 남자,Bro
20140512,28,4MEN The 5th Album (1998),예쁘니까 잘 될 거야,포맨
20140512,29,감아,감아 (Feat. Crush),로꼬
20140512,30,흔한 노래... 흔한 멜로디...,흔한 노래,임창정
20140512,31,CRUSH,Come Back Home,2NE1
20140512,32,PLAY,얼음들,악동뮤지션
20140512,33,뜨래요,뜨래요 (Feat. 앙리 Of 3B),배치기
20140512,34,꽃갈피,꽃,아이유
20140512,35,꽃갈피,여름밤의 꿈,아이유
20140512,36,트라이앵글 OST Part.1,하루하루,에일리
20140512,37,Soul Mate (소울메이트),요즘 바쁜가봐,2BIC(투빅)
20140512,38,엔젤아이즈 OST Part 4,내게 남은 세가지,백아연
20140512,39,CRUSH,너 아님 안돼,2NE1
20140512,40,꽃갈피,꿍따리 샤바라 (Feat. 클론),아이유
20140512,41,별에서 온 그대 OST Part.7,너의 모든 순간,성시경
20140512,42,해독제,해독제,김연우
20140512,43,4MINUTE WORLD,오늘 뭐해,4minute
20140512,44,짧은 치마,짧은 치마 (Miniskirt),AOA
20140512,45,뭘해도 예쁜걸,뭘해도 예쁜걸,길구봉구
20140512,46,가끔,가끔,Crush
20140512,47,Xscape (Standard Ver.),Love Never Felt So Good,Michael Jackson
20140512,48,Full Moon,보름달 (Feat. Lena),선미
20140512,49,UNVEILING,그대가 분다,엠씨더맥스
20140512,50,걸스데이 미니앨범 3집,Something,걸스데이
20140512,51,CRUSH,살아 봤으면 해,2NE1
20140512,52,The 2nd Mini Album `중독 (Overdose)`,Thunder,EXO-K
20140512,53,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20140512,54,사랑하게 해줘요,사랑하게 해줘요,가비엔제이
20140512,55,자니,자니 (Feat. Dynamic Duo),프라이머리
20140512,56,The Best Man,Best Man (Feat. 에스나),휘성 (Realslow)
20140512,57,The 4th Mini Album `Mr.Mr.`,Mr.Mr.,소녀시대 (GIRLS` GENERATION)
20140512,58,노래가 늘었어,노래가 늘었어,에일리
20140512,59,너 사용법,밀당의 고수,에디킴
20140512,60,NObody kNOws,NObody kNOws,길미
20140512,61,표독,19금스토커 (Feat. 크루셜스타),매드클라운
20140512,62,The 2nd Mini Album `중독 (Overdose)`,월광 (Moonlight),EXO-K
20140512,63,싱크로퓨전 (Syncrofusion),그 다음해,박정현
20140512,64,Break Up,홀로 (Feat. 김나영),정키
20140512,65,PLAY,인공잔디,악동뮤지션
20140512,66,어이 (Uh-ee),어이 (Uh-ee),크레용팝
20140512,67,별에서 온 그대 OST Part.4,안녕,효린
20140512,68,착해 빠졌어 (Stupid In Love),착해 빠졌어 (Stupid In Love),소유 (SOYOU)
20140512,69,PLAY,지하철에서,악동뮤지션
20140512,70,The 1st Album `XOXO` Repackage,으르렁 (Growl),EXO
20140512,71,CRUSH,멘붕 (CL Solo),2NE1
20140512,72,Can`t Stop,Can`t Stop,CNBLUE (씨엔블루)
20140512,73,The Gentleman Approach,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat
20140512,74,Bad (Feat. Vassy) (Radio Edit),Bad (Feat. Vassy) (Radio Edit),David Guetta
20140512,75,36.5,"그래, 너",스탠딩 에그
20140512,76,Le Grand Bleu,보고 싶어...운다,린
20140512,77,CS Numbers Vol.6,시계를 보며 계절을 지나,윤혁(디셈버)
20140512,78,마녀의 연애 OST Part.2,미안해,정준일
20140512,79,손,손,아웃사이더
20140512,80,별에서 온 그대 OST Part.6,오늘 같은 눈물이,허각
20140512,81,썸남썸녀,썸남썸녀 (Feat. 휘성),케이윌
20140512,82,PLAY,작은별,악동뮤지션
20140512,83,Sonnet Blooms,매일 다른 눈물이,손승연
20140512,84,4MEN The 5th Album (1998),OK,포맨
20140512,85,THE SILVER LINING,답이 없었어,홍대광
20140512,86,가슴 시린 이야기,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow)
20140512,87,MeGan The First Single 8dayz,8dayz (Feat. 용준형 Of BEAST),메건리
20140512,88,2 Years Apart,2 Years Apart,에디킴
20140512,89,Skool Luv Affair Special Addition,Miss Right,방탄소년단
20140512,90,쓰리 데이즈 OST Part 2,그대라구요,정은지
20140512,91,Solista Part.2,끝사랑,김범수
20140512,92,The 2nd Mini Album `중독 (Overdose)`,Run,EXO-K
20140512,93,靈感 (영감),사이드미러걸 (Feat. 산체스 Of 팬텀),루이 (긱스)
20140512,94,"Dali, Van, Picasso","Dali, Van, Picasso",빈지노 (Beenzino)
20140512,95,쓰리 데이즈 OST Part 3,"널 사랑한다, 지운다, 또 운다",신용재 (포맨)
20140512,96,다음날,다음날,JUNIEL
20140512,97,호텔킹 OST Part.2,사랑한단 말,이창민
20140512,98,엔젤아이즈 OST Part 3,사랑해도 너무나,윤건
20140512,99,The 2nd Mini Album `중독 (Overdose)`,"Love, Love, Love",EXO-K
20140512,100,K팝 스타 시즌3 TOP10 Part.1,씨스루,권진아
20140519,1,CONTINUUM,너를 너를 너를,플라이 투 더 스카이
20140519,2,꽃갈피,나의 옛날이야기,아이유
20140519,3,Want U,너를 원해 (Feat. Beenzino),정기고
20140519,4,미운오리새끼,미운오리새끼,god
20140519,5,꽃갈피,너의 의미 (Feat. 김창완),아이유
20140519,6,봄 사랑 벚꽃 말고,봄 사랑 벚꽃 말고,HIGH4 (하이포)
20140519,7,The 2nd Mini Album `중독 (Overdose)`,중독 (Overdose),EXO-K
20140519,8,꽃갈피,사랑이 지나가면,아이유
20140519,9,PLAY,200%,악동뮤지션
20140519,10,야생화,야생화,박효신
20140519,11,Pink Blossom,Mr. Chu (On Stage),Apink (에이핑크)
20140519,12,봄 타나봐 (BOMTANABA),봄 타나봐 (BOMTANABA),서인국
20140519,13,The Best Man,Night And Day,휘성 (Realslow)
20140519,14,CONTINUUM,니목소리,플라이 투 더 스카이
20140519,15,썸,썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)
20140519,16,TOP SECRET,Good-night Kiss,전효성
20140519,17,꽃갈피,삐에로는 우릴 보고 웃지,아이유
20140519,18,4MEN The 5th Album (1998),지우고 싶다,포맨
20140519,19,PLAY,Give Love,악동뮤지션
20140519,20,CONTINUUM,전화하지 말아요,플라이 투 더 스카이
20140519,21,불후의 명곡 - 전설을 노래하다 (이선희 2편),인연,윤민수(바이브)
20140519,22,너 사용법,너 사용법,에디킴
20140519,23,Modern Times - Epilogue,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유
20140519,24,꽃갈피,여름밤의 꿈,아이유
20140519,25,15집 `SERENDIPITY` 30주년 기념앨범,그 중에 그대를 만나,이선희
20140519,26,표독,견딜만해 (Feat. 효린 Of 씨스타),매드클라운
20140519,27,불꽃,불꽃,백지영
20140519,28,The Third Single Catallena,까탈레나 (Catallena),오렌지 캬라멜
20140519,29,티가 나나봐,티가 나나봐,"15&amp; (박지민, 백예린)"
20140519,30,Season 2,Last Romeo,인피니트
20140519,31,꽃갈피,꽃,아이유
20140519,32,감아,감아 (Feat. Crush),로꼬
20140519,33,아빙아빙 (Abing Abing),아빙아빙 (Abing Abing),오렌지 캬라멜
20140519,34,그런 남자,그런 남자,Bro
20140519,35,Phantom Power,오늘따라 (Feat. 가인),팬텀
20140519,36,CRUSH,Come Back Home,2NE1
20140519,37,Like A Bird,Like A Bird,어반자카파
20140519,38,예쁜 속옷,예쁜 속옷,지나
20140519,39,Never Ever,1분 1초,지연
20140519,40,흔한 노래... 흔한 멜로디...,흔한 노래,임창정
20140519,41,뜨래요,뜨래요 (Feat. 앙리 Of 3B),배치기
20140519,42,PLAY,얼음들,악동뮤지션
20140519,43,CONTINUUM,거짓말 같다,플라이 투 더 스카이
20140519,44,꽃갈피,꿍따리 샤바라 (Feat. 클론),아이유
20140519,45,4MEN The 5th Album (1998),예쁘니까 잘 될 거야,포맨
20140519,46,Soul Mate (소울메이트),요즘 바쁜가봐,2BIC(투빅)
20140519,47,CONTINUUM,알 수 없는 이별 (Feat. 김나영),플라이 투 더 스카이
20140519,48,CRUSH,너 아님 안돼,2NE1
20140519,49,트라이앵글 OST Part.1,하루하루,에일리
20140519,50,짧은 치마,짧은 치마 (Miniskirt),AOA
20140519,51,마지막 처음,마지막 처음,이창민
20140519,52,별에서 온 그대 OST Part.7,너의 모든 순간,성시경
20140519,53,Xscape (Standard Ver.),Love Never Felt So Good,Michael Jackson
20140519,54,Love Me Love,"이젠 너 없이도 (Feat. 윤미래, 타이거 JK, Bizzy)",유나킴
20140519,55,가끔,가끔,Crush
20140519,56,4MINUTE WORLD,오늘 뭐해,4minute
20140519,57,UNVEILING,그대가 분다,엠씨더맥스
20140519,58,걸스데이 미니앨범 3집,Something,걸스데이
20140519,59,Full Moon,보름달 (Feat. Lena),선미
20140519,60,해독제,해독제,김연우
20140519,61,CRUSH,살아 봤으면 해,2NE1
20140519,62,자니,자니 (Feat. Dynamic Duo),프라이머리
20140519,63,Beautiful,Beautiful,스윗소로우
20140519,64,엔젤아이즈 OST Part 4,내게 남은 세가지,백아연
20140519,65,CONTINUUM,십년이 지나도,플라이 투 더 스카이
20140519,66,CRUSH,멘붕 (CL Solo),2NE1
20140519,67,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20140519,68,뭘해도 예쁜걸,뭘해도 예쁜걸,길구봉구
20140519,69,The 2nd Mini Album `중독 (Overdose)`,Thunder,EXO-K
20140519,70,CONTINUUM,너,플라이 투 더 스카이
20140519,71,노래가 늘었어,노래가 늘었어,에일리
20140519,72,The 4th Mini Album `Mr.Mr.`,Mr.Mr.,소녀시대 (GIRLS` GENERATION)
20140519,73,너 사용법,밀당의 고수,에디킴
20140519,74,The 1st Album `XOXO` Repackage,으르렁 (Growl),EXO
20140519,75,Break Up,홀로 (Feat. 김나영),정키
20140519,76,Bad (Feat. Vassy) (Radio Edit),Bad (Feat. Vassy) (Radio Edit),David Guetta
20140519,77,표독,19금스토커 (Feat. 크루셜스타),매드클라운
20140519,78,착해 빠졌어 (Stupid In Love),착해 빠졌어 (Stupid In Love),소유 (SOYOU)
20140519,79,The Gentleman Approach,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat
20140519,80,별에서 온 그대 OST Part.4,안녕,효린
20140519,81,어이 (Uh-ee),어이 (Uh-ee),크레용팝
20140519,82,지금 술 한잔 했어,지금 술 한잔 했어,김보경
20140519,83,마녀의 연애 OST Part 3,내 맘에 들어와,박서준
20140519,84,PLAY,인공잔디,악동뮤지션
20140519,85,MeGan The First Single 8dayz,8dayz (Feat. 용준형 Of BEAST),메건리
20140519,86,CONTINUUM,Kiss &amp; Say Goodbye,플라이 투 더 스카이
20140519,87,Can`t Stop,Can`t Stop,CNBLUE (씨엔블루)
20140519,88,The 2nd Mini Album `중독 (Overdose)`,월광 (Moonlight),EXO-K
20140519,89,사랑하게 해줘요,사랑하게 해줘요,가비엔제이
20140519,90,PLAY,지하철에서,악동뮤지션
20140519,91,꽃할배수사대 OST Part 1,미치게 훅가게,레이디스 코드
20140519,92,밀어서 잠금해제,밀어서 잠금해제,김그림
20140519,93,가슴 시린 이야기,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow)
20140519,94,썸남썸녀,썸남썸녀 (Feat. 휘성),케이윌
20140519,95,CONTINUUM,So Cool,플라이 투 더 스카이
20140519,96,Le Grand Bleu,보고 싶어...운다,린
20140519,97,Skool Luv Affair Special Addition,Miss Right,방탄소년단
20140519,98,2 Years Apart,2 Years Apart,에디킴
20140519,99,THE SILVER LINING,답이 없었어,홍대광
20140519,100,싱크로퓨전 (Syncrofusion),그 다음해,박정현
20140526,1,정인&amp;개리 디지털 싱글 `사람냄새`,사람냄새,정인
20140526,2,CONTINUUM,너를 너를 너를,플라이 투 더 스카이
20140526,3,꽃갈피,나의 옛날이야기,아이유
20140526,4,Want U,너를 원해 (Feat. Beenzino),정기고
20140526,5,꽃갈피,너의 의미 (Feat. 김창완),아이유
20140526,6,미운오리새끼,미운오리새끼,god
20140526,7,The 2nd Mini Album `중독 (Overdose)`,중독 (Overdose),EXO-K
20140526,8,봄 사랑 벚꽃 말고,봄 사랑 벚꽃 말고,HIGH4 (하이포)
20140526,9,야생화,야생화,박효신
20140526,10,Pink Blossom,Mr. Chu (On Stage),Apink (에이핑크)
20140526,11,PLAY,200%,악동뮤지션
20140526,12,꽃갈피,사랑이 지나가면,아이유
20140526,13,TOP SECRET,Good-night Kiss,전효성
20140526,14,썸,썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)
20140526,15,The Best Man,Night And Day,휘성 (Realslow)
20140526,16,여전히 뜨겁게,여전히 뜨겁게,백지영
20140526,17,봄 타나봐 (BOMTANABA),봄 타나봐 (BOMTANABA),서인국
20140526,18,너 사용법,너 사용법,에디킴
20140526,19,EMOTION,내가 할 수 없는 말 (Feat. 나비),정키
20140526,20,너희들은 포위됐다 OST Part.1,나 왜이래 (Feat. 강민희 Of 미스에스),San E
20140526,21,Love Me Love,"이젠 너 없이도 (Feat. 윤미래, 타이거 JK, Bizzy)",유나킴
20140526,22,PLAY,Give Love,악동뮤지션
20140526,23,CONTINUUM,니목소리,플라이 투 더 스카이
20140526,24,불후의 명곡 - 전설을 노래하다 (이선희 2편),인연,윤민수(바이브)
20140526,25,4MEN The 5th Album (1998),지우고 싶다,포맨
20140526,26,사랑하는 그대여,사랑하는 그대여,신용재 (포맨)
20140526,27,Season 2,Last Romeo,인피니트
20140526,28,Modern Times - Epilogue,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유
20140526,29,꽃갈피,삐에로는 우릴 보고 웃지,아이유
20140526,30,너희들은 포위됐다 OST Part.2,사랑 그 한마디,태연 (TAEYEON)
20140526,31,Sugar,Sugar,"15&amp; (박지민, 백예린)"
20140526,32,CONTINUUM,전화하지 말아요,플라이 투 더 스카이
20140526,33,The Third Single Catallena,까탈레나 (Catallena),오렌지 캬라멜
20140526,34,15집 `SERENDIPITY` 30주년 기념앨범,그 중에 그대를 만나,이선희
20140526,35,표독,견딜만해 (Feat. 효린 Of 씨스타),매드클라운
20140526,36,감아,감아 (Feat. Crush),로꼬
20140526,37,티가 나나봐,티가 나나봐,"15&amp; (박지민, 백예린)"
20140526,38,CRUSH,Come Back Home,2NE1
20140526,39,불꽃,불꽃,백지영
20140526,40,그런 남자,그런 남자,Bro
20140526,41,꽃갈피,여름밤의 꿈,아이유
20140526,42,Never Ever,1분 1초,지연
20140526,43,예쁜 속옷,예쁜 속옷,지나
20140526,44,흔한 노래... 흔한 멜로디...,흔한 노래,임창정
20140526,45,뜨래요,뜨래요 (Feat. 앙리 Of 3B),배치기
20140526,46,Phantom Power,오늘따라 (Feat. 가인),팬텀
20140526,47,ETERNITY,기적 (ETERNITY),VIXX(빅스)
20140526,48,아빙아빙 (Abing Abing),아빙아빙 (Abing Abing),오렌지 캬라멜
20140526,49,Soul Mate (소울메이트),요즘 바쁜가봐,2BIC(투빅)
20140526,50,마지막 처음,마지막 처음,이창민
20140526,51,PLAY,얼음들,악동뮤지션
20140526,52,CRUSH,너 아님 안돼,2NE1
20140526,53,꽃갈피,꽃,아이유
20140526,54,짧은 치마,짧은 치마 (Miniskirt),AOA
20140526,55,지금 술 한잔 했어,지금 술 한잔 했어,김보경
20140526,56,CRUSH,멘붕 (CL Solo),2NE1
20140526,57,별에서 온 그대 OST Part.7,너의 모든 순간,성시경
20140526,58,가끔,가끔,Crush
20140526,59,불후의 명곡 - 전설을 노래하다 (가족 특집),가족사진,김진호
20140526,60,자니,자니 (Feat. Dynamic Duo),프라이머리
20140526,61,UNVEILING,그대가 분다,엠씨더맥스
20140526,62,걸스데이 미니앨범 3집,Something,걸스데이
20140526,63,CRUSH,살아 봤으면 해,2NE1
20140526,64,4MEN The 5th Album (1998),예쁘니까 잘 될 거야,포맨
20140526,65,트라이앵글 OST Part.1,하루하루,에일리
20140526,66,Move,Move (Feat. 박경 Of 블락비),김연우
20140526,67,Xscape (Standard Ver.),Love Never Felt So Good,Michael Jackson
20140526,68,4MINUTE WORLD,오늘 뭐해,4minute
20140526,69,CONTINUUM,거짓말 같다,플라이 투 더 스카이
20140526,70,달리 함께,달리 함께,정준영
20140526,71,Full Moon,보름달 (Feat. Lena),선미
20140526,72,꽃갈피,꿍따리 샤바라 (Feat. 클론),아이유
20140526,73,Bad (Feat. Vassy) (Radio Edit),Bad (Feat. Vassy) (Radio Edit),David Guetta
20140526,74,밀어서 잠금해제,밀어서 잠금해제,김그림
20140526,75,The 1st Album `XOXO` Repackage,으르렁 (Growl),EXO
20140526,76,Love Someone,Love Someone,Jason Mraz
20140526,77,CONTINUUM,알 수 없는 이별 (Feat. 김나영),플라이 투 더 스카이
20140526,78,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20140526,79,Break Up,홀로 (Feat. 김나영),정키
20140526,80,뭘해도 예쁜걸,뭘해도 예쁜걸,길구봉구
20140526,81,노래가 늘었어,노래가 늘었어,에일리
20140526,82,The Gentleman Approach,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat
20140526,83,엔젤아이즈 OST Part 4,내게 남은 세가지,백아연
20140526,84,너 사용법,밀당의 고수,에디킴
20140526,85,The 2nd Mini Album `중독 (Overdose)`,Thunder,EXO-K
20140526,86,착해 빠졌어 (Stupid In Love),착해 빠졌어 (Stupid In Love),소유 (SOYOU)
20140526,87,Like A Bird,Like A Bird,어반자카파
20140526,88,표독,19금스토커 (Feat. 크루셜스타),매드클라운
20140526,89,The 4th Mini Album `Mr.Mr.`,Mr.Mr.,소녀시대 (GIRLS` GENERATION)
20140526,90,해독제,해독제,김연우
20140526,91,별에서 온 그대 OST Part.4,안녕,효린
20140526,92,히히하헤호,히히하헤호,마마무(Mamamoo)
20140526,93,어이 (Uh-ee),어이 (Uh-ee),크레용팝
